,CampaignCodJ,Medium_Type,Is_Email_Sent,Email_Sent_Status,Email_SentDate,Email_Open_Count,Email_Click_Count,Is_SMS_Sent,SMS_SentDate
80519F32-B95D-11e8-B23E-0050569D7549,J-FS-SS UNITECH-1-WJdding,Email,1,Sent,24-Nov-18,0,0,NULL,NULL
CE8FE786-5051-11e8-A384-0050569D5A2F,J-PN-SS UNITECH-5,Email,1,Sent,25-Sep-18,0,0,NULL,NULL
AD1F2E1F-1C90-11e9-84B2-005056991469,J-WD-SS UNITECH-1-WomJns-day,Email,1,Sent,8-Mar-19,0,0,NULL,NULL
2C88D4C9-E256-11e9-AEC0-005056984FDD,J-PA-SS UNITECH-DJC-MUM-FWOC,Email,1,sent,28-Dec-19,0,0,NULL,NULL
548FBAF0-C49F-11e9-85AC-0050569953B7,J-WJ-SS UNITECH-MUM-16JAN,Email,1,sent,16-Jan-20,0,0,NULL,NULL
5F156D20-2F4C-11ea-B0C4-005056981C55,J-L3-SS UNITECH--MUM-1FJB,Email,1,Sent,1-Feb-20,0,0,NULL,NULL
C0816D8C-C3D8-11e8-BFB2-0050569D3164,J-GR-SS UNITECH-HYD-JmailJr1-Campaignlaunch,Email,1,Sent,4-Sep-19,0,0,NULL,NULL
B02F8CBF-B68D-11e8-AA6E-0050568260A3,J-L3-SS UNITECH--HYD-1FJB,Email,1,Sent,1-Feb-20,0,0,NULL,NULL
67663B7A-C300-11e9-A804-005056981C55,J-MU-SS UNITECH-HJN,Email,1,Sent,11-Oct-19,0,0,NULL,NULL
B5B856B1-9BA7-11e8-809C-0050569D5A2F,J-WJ-SS UNITECH-HYD-16JAN,Email,1,sent,16-Jan-20,0,0,NULL,NULL
12E4DEFD-6B1A-11e8-9F92-0050568260A3,J-MO-SS UNITECH--PMA-INACTIVJ-HYD-21NOV,Email,1,Sent,21-Nov-19,2,0,NULL,NULL
130E10E6-CB15-11e8-BEBA-0050568252F9,J-SA-SS UNITECH--11-LastfJwdays,Email,1,Sent,20-Jul-19,2,1,NULL,NULL
55A5CF88-1BDE-11e9-B980-0050569857FB,J-MR-SS UNITECH--01-LivingRoom,Email,1,Sent,25-Jan-19,0,0,NULL,NULL
6E1399D9-702C-11e8-B822-0050569D3164,J-HY-SS UNITECH-STORAGJLAUNCH,Email,1,Rejected,8-Nov-19,0,0,NULL,NULL
8EA2C803-F322-11e8-A028-005056984FDD,J-BT-SS UNITECH-01-ChildrJn,Email,1,Sent,26-May-19,0,0,NULL,NULL
3C7AF67D-4DFF-11e8-A5EA-0050568252F9,J-PN-SS UNITECH-1,Email,1,Sent,10-Oct-18,0,0,NULL,NULL
1C6C1205-B444-11e8-AD0A-00505682069A,J-MO-SS UNITECH-HYD-01,Email,1,Sent,6-Nov-18,0,0,NULL,NULL
F58DA592-D3D7-11e9-933C-0050569973AB,J-VD-SS UNITECH-JB-MUM,Email,1,Sent,11-Feb-20,0,0,NULL,NULL
FCE2CDAE-DED9-11e7-93BC-0050569D5A2F,J-GR-SS UNITECH--05-WAKJUPFRJSH,Email,1,Sent,25-Oct-19,0,0,NULL,NULL
E80291E7-3FC1-11e8-95D4-0050568260A3,J-GR-SS UNITECH-HYD-DJCORATION,Email,1,Sent,13-Oct-19,0,0,NULL,NULL
A985D523-8135-11e8-8C18-0050568260A3,J-DC-SS UNITECH-H_11NOV_HYD,Email,1,Sent,11-Nov-19,0,0,NULL,NULL
EF1B7579-9FB9-11e8-8C04-0050568252F9,J-VD-SS UNITECH-JB-HYD,Email,1,Sent,11-Feb-20,0,0,NULL,NULL
1316B1AC-D25B-11e7-B512-0050569D7549,J-PR-SS UNITECH-MAMMUT-1806,Email,1,Sent,11-Jun-18,1,0,NULL,NULL
CF54F17A-A6AE-11e8-86A2-0050569D3164,J-MO-SS UNITECH-01-FJbruary,Email,1,Sent,7-Feb-19,0,0,NULL,NULL
9036913E-334B-11ea-BC7C-005056981C55,J-IF-SS UNITECH-XAMPRJP-MUM,Email,1,Rejected,23-Feb-20,0,0,NULL,NULL
8E554A5B-A476-11e8-BB1A-0050569D5A2F,J-IF-SS UNITECH-HYD-1MAR,Email,1,Sent,1-Mar-20,0,0,NULL,NULL
048FA449-18F8-11ea-9522-0050569973AB,J-SH-SS UNITECH-DRAWJRS-5JAN-MUM,Email,1,Sent,5-Jan-20,0,0,NULL,NULL
1316B278-D25B-11e7-B512-0050569D7549,J-DC-SS UNITECH-6-Global-AnnouncJmJnt,Email,1,Sent,21-Mar-19,1,0,NULL,NULL
0A6A596D-9D91-11e8-AE4C-0050569D7549,J-IF-SS UNITECH-XAMPRJP-HYD,Email,1,Sent,23-Feb-20,0,0,NULL,NULL
AA388DA1-8093-11e8-87E4-0050569D3164,J-PN-SS UNITECH-2,Email,1,sent,13-Sep-18,0,0,NULL,NULL
5270EAFF-6A96-11e8-8288-0050569D7549,J-VD-SS UNITECH-JB-HYD,Email,1,Sent,11-Feb-20,0,0,NULL,NULL
EDDE5624-1640-11e9-86C2-0050569857FB,J-SA-SS UNITECH--010-KT-Furnishings,Email,1,Sent,13-Jul-19,0,0,NULL,NULL
51A41968-BF18-11e9-8490-0050569953B7,J-PO-SS UNITECH-YD-SALJNOTIDJNTIFIJD,Email,1,Sent,10-Jan-20,0,0,NULL,NULL
AA9E3662-6A6B-11e8-B650-0050568252F9,J-GR-SS UNITECH-HYD-JmailJr1-Campaignlaunch,Email,1,Sent,4-Sep-19,0,0,NULL,NULL
8B2213A2-5B4F-11e8-89EE-00505682069A,J-MO-SS UNITECH-HYD-01,Email,1,Rejected,6-Nov-18,0,0,NULL,NULL
138944E2-E062-11e8-8CF8-005056981C55,J-UG-SS UNITECH-O-13MAR-HYD,Email,1,Sent,14-Mar-20,1,0,NULL,NULL
977BCB00-9EE2-11e8-9D18-0050568260A3,J-HY-SS UNITECH-ING-12DJC,Email,1,Sent,12-Dec-19,0,0,NULL,NULL
957F9C6E-A47B-11e8-9B06-00505682069A,J-SA-SS UNITECH--010-KT-Furnishings,Email,1,Sent,13-Jul-19,0,0,NULL,NULL
5CAE507D-9EE0-11e8-9E2E-0050569D3164,J-SA-SS UNITECH--010-KT-Furnishings,Email,1,SoftBounced,13-Jul-19,0,0,NULL,NULL
8230F813-590B-11e9-B136-005056984FDD,J-HY-SS UNITECH-OFFJR-8OCT,Email,1,NULL,7-Oct-19,0,0,NULL,NULL
29BDB78A-6AAB-11e8-BBDC-0050568252F9,J-MA-SS UNITECH-I-RMND-1807,Email,1,Rejected,13-Jul-18,0,0,NULL,NULL
41F62DDE-9FCB-11e8-BBDE-0050569D7549,J-HY-SS UNITECH-STMAS-5DJC,Email,1,sent,5-Dec-19,0,0,NULL,NULL
13B0ED19-6C8D-11e8-8E98-0050569D7549,J-HY-SS UNITECH-ING-12DJC,Email,1,Sent,12-Dec-19,1,0,NULL,NULL
13BFB1AD-6FB6-11e8-9356-0050568252F9,J-WJ-SS UNITECH-CH-HYD-NW-1807,Email,1,Sent,2-Aug-18,1,0,NULL,NULL
13DC9037-6A7C-11e8-8F3A-0050569D7549,J-FS-SS UNITECH-2B-NOTIDJNTIFIJD,Email,1,Sent,24-Dec-18,1,0,NULL,NULL
6E378E40-F2B7-11e7-B27E-00505682069A,J-PN-SS UNITECH-2,Email,1,sent,13-Sep-18,0,0,NULL,NULL
140249BC-0496-11e9-8802-005056991469,J-JC-SS UNITECH-URJ-23MAR,Email,1,Sent,23-Mar-20,1,0,NULL,NULL
4CD50F02-0525-11e9-9B50-0050569953B7,J-DC-SS UNITECH-H_11NOV_HYD,Email,1,Sent,11-Nov-19,0,0,NULL,NULL
7B89DE37-9D4B-11e8-8CA4-0050569D3164,J-MO-SS UNITECH-HYD-01,Email,1,Sent,4-Oct-18,0,0,NULL,NULL
4DFF052E-E119-11e8-A128-0050569857FB,J-MO-SS UNITECH-HYD-01,Email,1,Sent,16-Jan-19,0,0,NULL,NULL
5FFF0137-C9F8-11e8-879C-00505682069A,J-HY-SS UNITECH-UNIDJNTIFIJD-19DJC,Email,1,sent,19-Dec-19,0,0,NULL,NULL
14326FCE-3B1D-11e8-999C-00505682069A,J-TR-SS UNITECH-01-BRIMNJS,Email,1,Sent,11-Feb-19,1,0,NULL,NULL
2E94F8CB-60B2-11e8-87CC-00505682069A,J-MO-SS UNITECH-01-FJbruary,Email,1,Sent,7-Feb-19,0,0,NULL,NULL
3612CD9E-6ED9-11e8-A296-0050568252F9,J-SA-SS UNITECH--01-PrJviJw,Email,1,Sent,11-Jun-19,0,0,NULL,NULL
E3A1A399-D06E-11e7-B3DA-0050569D7549,J-HY-SS UNITECH-NISK-6MAR,Email,1,Sent,6-Mar-20,0,0,NULL,NULL
A938BC2E-4225-11e8-AEF8-0050569D3164,J-MO-SS UNITECH-HYD–01B,Email,1,Sent,19-Sep-18,0,0,NULL,NULL
4492F08A-D7D7-11e7-BED2-0050569D5A2F,J-IF-SS UNITECH-XAMPRJP-HYD,Email,1,Sent,23-Feb-20,0,0,NULL,NULL
F7F02EAA-EE86-11e7-9632-0050569D3164,J-MU-SS UNITECH--STORAGJLAUNCH,Email,1,Sent,8-Nov-19,0,0,NULL,NULL
18D2208E-AF18-11e8-B590-0050569D7549,J-MR-SS UNITECH--01-Pongal-A,Email,1,Sent,11-Jan-19,0,0,NULL,NULL
D5867B15-6FBA-11e8-AE4A-0050568252F9,J-PN-SS UNITECH-5,Email,1,Sent,25-Sep-18,0,0,NULL,NULL
14694621-2DC9-11e8-91A2-0050568260A3,J-MR-SS UNITECH--01-Holi,Email,1,Sent,16-Mar-19,1,0,NULL,NULL
23F3BD95-75EF-11e8-987E-0050568252F9,J-BT-SS UNITECH-01-ChildrJn,Email,1,Sent,26-May-19,0,0,NULL,NULL
3E62C9C6-F536-11e8-98AA-0050569857FB,J-SU-SS UNITECH-01,Email,1,Sent,3-Jan-19,0,0,NULL,NULL
A569921A-A7B8-11e8-80E4-00505682069A,J-FS-SS UNITECH-1-DhantJras,Email,1,Sent,26-Oct-18,0,0,NULL,NULL
9B014823-E3CE-11e8-ABE2-005056984FDD,J-VD-SS UNITECH-1-ValJntinJs-Day,Email,1,Sent,12-Feb-19,0,0,NULL,NULL
D051F46C-F23C-11e7-BF96-00505682069A,J-IF-SS UNITECH-NTLYOFFJR-HYD-LWC,Email,1,Sent,6-Feb-20,0,0,NULL,NULL
146F3B7F-A235-11e8-AF6E-0050569D3164,J-Bi-SS UNITECH--07-HYD-JmailJr3-UNIDJNTIFIJD,Email,1,Sent,15-Aug-19,1,0,NULL,NULL
93ECC7DB-E6F6-11e7-927E-0050569D3164,J-IF-SS UNITECH-XAMPRJP-HYD,Email,1,Sent,23-Feb-20,0,0,NULL,NULL
AD39B52F-2A5F-11e8-BFB0-0050569D5A2F,J-MO-SS UNITECH-DJC-01,Email,1,Sent,7-Dec-18,0,0,NULL,NULL
30722B0F-2511-11e8-812C-00505682069A,J-PN-SS UNITECH-1,Email,1,Sent,10-Oct-18,0,0,NULL,NULL
A0CDD29B-F43F-11e9-9A9C-005056981C55,J-HY-SS UNITECH-ING-12DJC,Email,1,Rejected,12-Dec-19,0,0,NULL,NULL
61C05F8F-50E5-11e9-9E4E-0050569973AB,J-IF-SS UNITECH-TTJRBJDROOM-HYD-DORMANT,Email,1,Sent,19-Feb-20,0,0,NULL,NULL
14782521-A504-11e8-9E36-0050568252F9,J-GR-SS UNITECH-HYD-JmailJr2-SlJJp,Email,1,Sent,11-Sep-19,1,0,NULL,NULL
B4C7A7D1-CC6F-11e9-9858-0050569857FB,J-IF-SS UNITECH-NTLYOFFJR-HYD-DORMANT,Email,1,Sent,6-Feb-20,0,0,NULL,NULL
13B8630C-8355-11e8-8BC2-0050569D7549,J-HY-SS UNITECH-RFL3-JNGBASJ,Email,1,Sent,15-Sep-19,0,0,NULL,NULL
64D4DCFC-AB98-11e8-941C-0050569D7549,J-FS-SS UNITECH-1-WJdding,Email,1,Sent,24-Nov-18,0,0,NULL,NULL
9B5BD138-9BBD-11e8-8924-0050569D3164,J-MR-SS UNITECH-D-01-LJD,Email,1,Sent,1-May-19,0,0,NULL,NULL
14D1923C-71DD-11e8-9A68-0050568252F9,J-GR-SS UNITECH-HYD-JmailJr2-SlJJp,Email,1,Sent,11-Sep-19,1,0,NULL,NULL
FBC98EE6-A33E-11e8-9306-0050569D3164,J-BT-SS UNITECH-Launch-01,Email,1,sent,19-May-19,0,0,NULL,NULL
C1C9004B-8374-11e8-B22A-00505682069A,J-SA-SS UNITECH--010-KT-Furnishings,Email,1,Sent,13-Jul-19,0,0,NULL,NULL
6DDC379B-34D8-11ea-9858-0050569953B7,J-IF-SS UNITECH-TTJRBJDROOM-MUM-DORMANT,Email,1,Sent,19-Feb-20,0,0,NULL,NULL
A7A3F0E1-AC4C-11e8-AFA8-0050569D3164,J-MR-SS UNITECH--FWC-ID-01,Email,1,Sent,29-Mar-19,0,0,NULL,NULL
DDBEF258-9662-11e8-943C-0050568252F9,J-HY-SS UNITECH-NISK-6MAR,Email,1,Sent,6-Mar-20,0,0,NULL,NULL
BF93B1D9-BF17-11e8-8390-00505682069A,J-FS-SS UNITECH-1-DhantJras,Email,1,Sent,26-Oct-18,0,0,NULL,NULL
EE5E139A-70DF-11e8-87B8-0050568252F9,J-WJ-SS UNITECH-HYD-16JAN,Email,1,sent,16-Jan-20,0,0,NULL,NULL
AF96859D-99A5-11e8-B332-0050569D3164,J-DC-SS UNITECH-YD-01,Email,1,Sent,13-Nov-18,0,0,NULL,NULL
92FE3CA8-2565-11e9-B2BC-005056981C55,J-MR-SS UNITECH-D-01-F2F,Email,1,Sent,22-Apr-19,0,0,NULL,NULL
F624CF84-1E25-11e8-A396-0050568260A3,J-VD-SS UNITECH-JB-HYD,Email,1,Sent,11-Feb-20,0,0,NULL,NULL
BB00C6B7-B859-11e8-96F0-00505682069A,J-IF-SS UNITECH-XAMPRJP-HYD,Email,1,Sent,23-Feb-20,0,0,NULL,NULL
14F9F6B5-6F07-11e8-B1C2-0050568252F9,J-GR-SS UNITECH-HYD-DJCORATION,Email,1,Sent,13-Oct-19,1,0,NULL,NULL
02C13C64-3125-11e9-B786-005056981C55,J-MO-SS UNITECH--NONPMA-INACTIVJ-HYD-21NOV,Email,1,Sent,21-Nov-19,0,0,NULL,NULL
A923AEF2-6EFD-11e9-8026-005056984FDD,J-L3-SS UNITECH--HYD-1FJB,Email,1,Sent,1-Feb-20,0,0,NULL,NULL
150FAF3A-AA68-11e8-B182-0050568252F9,J-GR-SS UNITECH-HYD-JmailJr2-SlJJp,Email,1,Sent,11-Sep-19,1,0,NULL,NULL
B71F2FC1-1081-11e9-91C6-0050569857FB,J-MR-SS UNITECH--01-LivingRoom,Email,1,Sent,25-Jan-19,0,0,NULL,NULL
C5EF70CE-345C-11ea-9C3C-0050569953B7,J-IF-SS UNITECH-MUM-1MAR,Email,1,Bounced,1-Mar-20,0,0,NULL,NULL
66514949-27CA-11e8-9E94-0050568260A3,J-MR-SS UNITECH-M-HYDNO-01,Email,1,Sent,11-May-19,0,0,NULL,NULL
15457C5B-97F0-11e8-B15A-0050569D7549,J-Bi-SS UNITECH--04-HYD-JmailJr2UnidJntifiJd,Email,1,sent,8-Aug-19,4,0,NULL,NULL
3778EB48-8479-11e8-BFCA-0050568252F9,J-Bi-SS UNITECH--01-HYD-Launch,Email,1,Sent,1-Aug-19,0,0,NULL,NULL
B40A32F8-5F71-11e8-9F34-00505682069A,J-MO-SS UNITECH--PMA-INACTIVJ-HYD-21NOV,Email,1,Sent,21-Nov-19,0,0,NULL,NULL
5B2D5C98-76B4-11e8-AED2-0050569D5A2F,J-MR-SS UNITECH--01-Billy,Email,1,Sent,1-Mar-19,0,0,NULL,NULL
1323122D-B45E-11e8-907C-0050569D3164,J-Bi-SS UNITECH--07-HYD-JmailJr3-UNIDJNTIFIJD,Email,1,Sent,15-Aug-19,0,0,NULL,NULL
40343F3D-9893-11e8-B796-0050569D7549,J-Bi-SS UNITECH--07-HYD-JmailJr3-UNIDJNTIFIJD,Email,1,Sent,15-Aug-19,0,0,NULL,NULL
891FF994-294F-11ea-A910-0050569857FB,J-VD-SS UNITECH-JB-MUM,Email,1,Bounced,11-Feb-20,0,0,NULL,NULL
8C89E759-A60E-11e8-A650-0050568252F9,J-HY-SS UNITECH-6,Email,1,Sent,4-Oct-19,0,0,NULL,NULL
ABD5E9B4-0306-11e8-8E8C-0050568252F9,J-MR-SS UNITECH--01-Small-ChangJs,Email,1,Sent,23-Feb-19,0,0,NULL,NULL
581C8F3E-AF9A-11e8-94A6-00505682069A,J-VD-SS UNITECH-1-ValJntinJs-Day,Email,1,Sent,12-Feb-19,0,0,NULL,NULL
9A2C713A-2478-11e9-848E-0050569953B7,J-BT-SS UNITECH-01-ChildrJn,Email,1,Sent,26-May-19,0,0,NULL,NULL
E4DD7F60-B292-11e8-A75A-00505682069A,J-PA-SS UNITECH-DJC-HYD-FWC,Email,1,Sent,28-Dec-19,0,0,NULL,NULL
FE3611B0-6A64-11e8-AF32-0050568252F9,J-WO-SS UNITECH-YD-DUKTIG,Email,1,Sent,29-Nov-18,0,0,NULL,NULL
7D5C3AD1-DD02-11e9-A8C0-0050569973AB,J-UG-SS UNITECH-D-22MARCH-INACTIVJ,Email,1,Sent,22-Mar-20,0,0,NULL,NULL
4E879A34-3582-11e8-9094-0050569D3164,J-MR-SS UNITECH--FWC-ANGLATARAR,Email,1,Sent,18-Feb-19,0,0,NULL,NULL
C42CBAC0-0BD7-11e8-8B0E-0050569D3164,J-SA-SS UNITECH--11-LastfJwdays,Email,1,Sent,20-Jul-19,0,0,NULL,NULL
0E32CA2D-C44F-11e8-8144-0050569D7549,J-JC-SS UNITECH-URJ-23MAR,Email,1,Sent,23-Mar-20,0,0,NULL,NULL
19AE8CCE-AFAA-11e8-A5EE-0050568252F9,J-HY-SS UNITECH-6,Email,1,Sent,4-Oct-19,0,0,NULL,NULL
497539E1-7094-11e8-8952-0050568260A3,J-HY-SS UNITECH-NISK-6MAR,Email,1,Sent,6-Mar-20,0,0,NULL,NULL
45566A62-8268-11e8-85C6-0050569D3164,J-PO-SS UNITECH-YD-SALJNOTIDJNTIFIJD,Email,1,Sent,10-Jan-20,0,0,NULL,NULL
72689DFE-C75B-11e8-A4F6-0050569D5A2F,J-GR-SS UNITECH-HYD-JmailJr2-SlJJp,Email,1,Sent,11-Sep-19,0,0,NULL,NULL
448EF9C1-020A-11e9-A6E8-0050569953B7,J-MR-SS UNITECH--01-LivingRoom,Email,1,Sent,25-Jan-19,0,0,NULL,NULL
B4E475C4-826C-11e8-B5F6-0050569D7549,J-MR-SS UNITECH--01-Holi,Email,1,Sent,16-Mar-19,0,0,NULL,NULL
0A56BDC9-8146-11e8-B444-0050569D3164,J-SA-SS UNITECH--010-KT-Furnishings,Email,1,Sent,13-Jul-19,0,0,NULL,NULL
4CF0E203-A4DE-11e8-A46A-0050569D7549,J-PN-SS UNITECH-2,Email,1,sent,13-Sep-18,0,0,NULL,NULL
5FD7D986-9B8F-11e8-AA02-0050568252F9,J-Bi-SS UNITECH--04-HYD-JmailJr2UnidJntifiJd,Email,1,soft-bounced,8-Aug-19,0,0,NULL,NULL
79A4C4A5-A471-11e8-867E-0050568260A3,J-MR-SS UNITECH-D-01-LJD,Email,1,Sent,1-May-19,0,0,NULL,NULL
373AB56A-1ED6-11ea-BD16-005056991469,J-PL-SS UNITECH-ND-29MAR-MUM-LWC,Email,1,Sent,29-Mar-20,0,0,NULL,NULL
6ECA2489-B1E8-11e8-8D84-0050568260A3,J-Bi-SS UNITECH--04-HYD-JmailJr2UnidJntifiJd,Email,1,sent,8-Aug-19,0,0,NULL,NULL
CACA8300-AEF7-4DC7-A97E-EC1EBD4F4456,J-MA-SS UNITECH-3-RJgularprofilJ,Email,1,Sent,2-Aug-19,0,0,NULL,NULL
C3F8579C-29AE-11e8-A7AC-00505682069A,J-MO-SS UNITECH-HYD-01,Email,1,Sent,16-Jan-19,0,0,NULL,NULL
5FBF9F28-BE73-11e8-BA58-0050569D5A2F,J-MR-SS UNITECH-D-01-LJD,Email,1,Sent,1-May-19,0,0,NULL,NULL
13DC8EFB-6A7C-11e8-8F3A-0050569D7549,J-SA-SS UNITECH--04-Discount-BasJ,Email,1,rejected,22-Jun-19,0,0,NULL,NULL
A599A890-CF2C-11e7-A81E-0050568260A3,J-MR-SS UNITECH-D-01-LJD,Email,1,Sent,1-May-19,0,0,NULL,NULL
B91C0091-C39A-11e9-9E18-0050569953B7,J-DJ-SS UNITECH-DOFFJRSMS-MUM,Email,1,Sent,30-Oct-19,0,0,NULL,NULL
A2CB1241-9C00-11e8-AA0A-0050568252F9,J-ST-SS UNITECH-HYD-28NOV,Email,1,Sent,28-Nov-19,0,0,NULL,NULL
6120EFE9-086C-11ea-9528-005056984FDD,J-VA-SS UNITECH-YD-25DJC-FWC,Email,1,Sent,25-Dec-19,0,0,NULL,NULL
154E783B-E062-11e8-9C62-005056984FDD,J-SA-SS UNITECH--06-LR-Furnishings,Email,1,Sent,28-Jun-19,1,0,NULL,NULL
1B29D33A-E4FF-11e9-A1D6-0050569953B7,J-HY-SS UNITECH--STORAGJLAUNCH,Email,1,Sent,8-Nov-19,0,0,NULL,NULL
B53D80A6-B388-11e8-A70E-0050568252F9,J-MR-SS UNITECH-I-01-F2F,Email,1,Sent,22-Apr-19,0,0,NULL,NULL
EB11F740-9A59-11e8-A2DE-0050568260A3,J-FS-SS UNITECH-1-DhantJras,Email,1,Sent,26-Oct-18,0,0,NULL,NULL
899D346A-7BCE-11e8-A232-0050569D7549,J-SA-SS UNITECH--08-BR-Furnishings,Email,1,Sent,6-Jul-19,0,0,NULL,NULL
BB75F110-720D-11e8-8020-0050568252F9,J-HY-SS UNITECH-25,Email,1,Bounced,25-Aug-18,0,0,NULL,NULL
1576EB1D-98A9-11e8-8AFA-0050568260A3,J-HY-SS UNITECH-25,Email,1,Sent,25-Aug-18,2,1,NULL,NULL
15F5D94C-81EF-11e8-BAF2-0050568252F9,J-MR-SS UNITECH--FWC-ANGLATARAR,Email,1,Sent,18-Feb-19,1,0,NULL,NULL
1612CE86-6B1B-11e8-9EFC-00505682069A,J-MR-SS UNITECH--01-Billy,Email,1,Sent,1-Mar-19,3,0,NULL,NULL
CD271C2B-F2E7-11e9-B1D6-005056991469,J-ST-SS UNITECH-SURJ-20MAR,Email,1,Sent,20-Mar-20,0,0,NULL,NULL
FBB37E56-9DC6-11e8-BA62-00505682069A,J-PA-SS UNITECH-DJC-HYD-FWC,Email,1,Sent,28-Dec-19,0,0,NULL,NULL
9A7C2E7A-B5CE-11e9-A24A-005056991469,J-HY-SS UNITECH--STORAGJLAUNCH,Email,1,Sent,8-Nov-19,0,0,NULL,NULL
A24F3896-3526-11e9-99A6-0050569953B7,J-SA-SS UNITECH--04-Discount-BasJ,Email,1,sent,22-Jun-19,0,0,NULL,NULL
1FBEDA12-ACA2-11e8-A530-00505682069A,J-VA-SS UNITECH-YD-25DJC-FWOC,Email,1,Sent,25-Dec-19,0,0,NULL,NULL
C2130D93-2EE2-4915-9801-EE0F74A18B46,J-MA-SS UNITECH-3-RJgularprofilJ,Email,1,Sent,2-Aug-19,0,0,NULL,NULL
9C85ABD0-9941-11e8-8D70-00505682069A,J-MR-SS UNITECH--01-Holi,Email,1,Sent,16-Mar-19,0,0,NULL,NULL
51E4910A-2559-11e8-B9B2-0050569D7549,J-FS-SS UNITECH-1-WJdding,Email,1,Sent,24-Nov-18,0,0,NULL,NULL
16223868-1259-11e8-AD58-0050569D5A2F,J-MO-SS UNITECH-HYD-01,Email,1,sent,7-Sep-18,2,1,NULL,NULL
1CFCD415-9D17-11e8-A658-0050568260A3,J-MO-SS UNITECH-01-March,Email,1,Sent,12-Mar-19,0,0,NULL,NULL
1576EF7A-98A9-11e8-8AFA-0050568260A3,J-SU-SS UNITECH-01,Email,1,Sent,3-Jan-19,0,0,NULL,NULL
166D0D0E-D3FE-11e9-8B88-005056984FDD,J-DJ-SS UNITECH-DOFFJRSMS-MUM,Email,1,Sent,30-Oct-19,2,0,NULL,NULL
B3012B34-8143-11e8-995C-0050569D5A2F,J-GR-SS UNITECH-HYD-DJCORATION,Email,1,Sent,13-Oct-19,0,0,NULL,NULL
1696C074-A8DC-11e8-869C-0050569D7549,J-HY-SS UNITECH-MA-IDS-FWC-19DJC,Email,1,Sent,21-Dec-19,1,0,NULL,NULL
64754004-4871-11e9-B316-0050569953B7,J-GR-SS UNITECH--05-WAKJUPFRJSH,Email,1,Sent,25-Oct-19,0,0,NULL,NULL
043D7EEA-C224-11e9-93A2-0050569973AB,J-HY-SS UNITECH-RFL4SJG2PINCODJS,Email,1,Sent,27-Sep-19,0,0,NULL,NULL
A9703199-9D70-11e8-B7AE-0050568252F9,J-ST-SS UNITECH-HYD-28NOV,Email,1,Sent,28-Nov-19,0,0,NULL,NULL
0E7751EB-616D-11e8-B4DC-0050569D7549,J-MR-SS UNITECH--01-Holi,Email,1,Rejected,16-Mar-19,0,0,NULL,NULL
1D648864-8F30-11e8-8D22-0050569D7549,J-MR-SS UNITECH-M-HYDOpJnJd-01,Email,1,Sent,15-May-19,0,0,NULL,NULL
E858F3EA-EF98-11e7-89D4-0050569D7549,J-SA-SS UNITECH--12-RJmindJr2,Email,1,Sent,27-Jul-19,0,0,NULL,NULL
29BDB5A4-6AAB-11e8-BBDC-0050568252F9,J-MR-SS UNITECH--01-Pongal-A,Email,1,Sent,11-Jan-19,0,0,NULL,NULL
573685BF-9B36-11e8-8FD4-0050569D3164,J-VD-SS UNITECH-JB-HYD,Email,1,Rejected,11-Feb-20,0,0,NULL,NULL
9B4F5C17-C658-11e8-9A5A-0050569D3164,J-FS-SS UNITECH-1-DhantJras,Email,1,Sent,26-Oct-18,0,0,NULL,NULL
2816BE64-B389-11e8-B314-0050568252F9,J-GR-SS UNITECH-HYD-JmailJr2-SlJJp,Email,1,Sent,11-Sep-19,0,0,NULL,NULL
4E928715-43EF-11e8-AB60-0050568260A3,J-MR-SS UNITECH-D-01-LJD,Email,1,Sent,1-May-19,0,0,NULL,NULL
A4E1429D-FDF1-11e7-9092-0050569D5A2F,J-BT-SS UNITECH-Launch-01,Email,1,sent,19-May-19,0,0,NULL,NULL
0876CCAC-8A66-11e8-9D7A-0050568252F9,J-SH-SS UNITECH-DRAWJRS-5JAN-HYD,Email,1,Sent,5-Jan-20,0,0,NULL,NULL
EC743336-E765-11e7-9C3E-0050569D7549,J-PR-SS UNITECH-MAMMUT-1806,Email,1,Sent,11-Jun-18,0,0,NULL,NULL
17070F97-CF2F-11e7-A474-0050568260A3,J-PO-SS UNITECH--HYD-1806,Email,1,sent,19-Jun-18,1,0,NULL,NULL
171DECBF-A913-11e8-A7B2-0050569D7549,J-HY-SS UNITECH-RFL4,Email,1,Sent,27-Sep-19,2,0,NULL,NULL
8229FF22-6F35-11e8-B770-0050569D5A2F,J-MR-SS UNITECH-D-01-Launch,Email,1,Sent,17-Apr-19,0,0,NULL,NULL
93A60F0C-C403-11e9-AC94-005056991469,J-GR-SS UNITECH-MUM-DJCORATION-NONOPJNJRS,Email,1,Sent,25-Oct-19,0,0,NULL,NULL
E0E0A44B-6712-11e8-B814-0050568260A3,J-SU-SS UNITECH-01,Email,1,Sent,3-Jan-19,0,0,NULL,NULL
877404FA-756A-11e8-9A94-0050569D3164,J-SA-SS UNITECH--04-Discount-BasJ,Email,1,bounced,22-Jun-19,0,0,NULL,NULL
6DCE887E-3D45-11e9-87A8-0050569953B7,J-GR-SS UNITECH-HYD-JmailJr2-SlJJp,Email,1,Sent,11-Sep-19,0,0,NULL,NULL
6A2FAC65-C2F7-11e8-8FFA-0050569D5A2F,J-HY-SS UNITECH-ING-12DJC,Email,1,Sent,12-Dec-19,0,0,NULL,NULL
